text,aspect,label
it would be really great if there were an ipad version for notion that supports drawing screen splitting ,ipad version,2
remove supr access and make all free delivery,delivery,0
airtable a standard tool where i work chose something useful to create but the interface is about a c in an era when numerous companies have built wonderfully polished productivity tools for the ipad web and other platforms,ipad,1
widgets section texts are too big and looks super ugly on my phone screen,widget,0
my transition has been loading for almost  minutes is that normal,transition,0
as an organizational freak myself i love the customization and abilities this app has to offer,customization,2
uploading a brand logo also does nothing the logo is not added,logo,0
spoiled expect for the first day egges,egges,0
my business partner is unable to utilize the move to tool in our shared notion,shared,1
delivery boy never puts milk in the bag,milk,0
regular deliveries,deliveries,0
have a better customer service help,customer service,0
that means i can use a premium template and then export it without payment,pay,0
how to give blur effect on changing scenes,blur,2
but android app is not as fast and snappy as using web or mac app,android app,0
app not functioning crashes when trying to edit entries,functioning,0
the update broke the bullet and number lists to regular text instead of indentation format,text,1
like no offline access at all ,offline access,0
but for a quick note i will use google keep it for a while,google keep,0
"i hope u know how it feels when u just write a paragraph essay then suddenly your microsoft word crash and it didn’t save ur work progress

",crash,0
this app is amazing,app,2
that sections can be copied and i give it  stars,copied,2
notionhq jevakallio seems like database speed and scalability is the main issue with your bad performance,database,0
more than  seconds in a redmi a with miui,redmi a,0
"when you go to signup it wants access to all of your contacts
",wants access,0
hey i got charged even though i cancelled my trial,trial,0
you can also click on the try it free button there in red,free,2
its the same process select and press delete on the keyboard,delete,1
i would like to delete my account,account,1
the interface is easy and slick but is extremely limited in terms of organizing data without a hefty pricetag,interface,1
yeah i have a laptop with me but are not getting the link to edit,edit,0
we are reaching out because the valueadded tax vat number or goods and services tax gst number on file for you is invalid,file,1
but ipad can not reach any page at all today,ipad,0
please update your stock regularly because most of the items are usually out of stock,stock,0
is separate location like you can do with a google doc link,google,0
always skips grocery items,grocery,0
the website version works fine,website version works fine,2
looking forward to seeing how my new productivity set up works out ,productivity,2
sorry for the delay in response here i have checked this with the team and we recommend you use multiple views each with a filter ie for the design team and review team,design,2
you shynit take delivery charges which even after covid recovery you have continued,delivery charges,0
okay i see a free  day trial for business and unlimited plans so,free,2
app dosnt even open and when it does its vary lagy,app,0
can you find it in my projects,projects,1
please add support to android feature such as widget shortcut and share system,android,0
make an error when trying to log in,log,0
i love the desktop version and have found it truly revolutionary but the same cannot be said for this android app,android app,0
i just download this app for a couple of minutes and fall in love with it,app,2
the search engine indexing allows your public shared pages to appear on in search engines such as google but only if you or someone else links to it somewhere in the web,web,1
currently preparing the onboarding of a new team member by setting up task related wiki pages and screen recordings,task,1
we started using this at work,started using,2
"surpassed my expectations to get it all in one place
organize like",organize,2
can you tell me why my istock limit has not reset to ,istock,0
shared a video on youtube yesterday and did not recieve an email letting me know that it was published yet,youtube,1
i really love notion but recently the app is really slow on its animations with a lot of glitches,app,0
i guess i could not use commandp to search the content inside the table i personally like to put description and remarks in the table because i could see the information without opening a page while using table databases in notion,opening,1
the desktop app is slow now,desktop app,0
it is taking forever just to delete a scene,scene,1
i have appsumo lifetime account,appsumo,1
i was working and m asked to log in again,log,0
the app is powerful,app,2
you guys are charging delivery fee worst thing,delivery fee,0
i need color is there a way to color code task assignments something,task,1
features access to  curated templates full access to image library full access to standard video library  istock images and videos free access to creator clubs premium templates all future updates,image,2
early morning delivery,morning delivery,2
i will go ahead and add your vote to prioritize better copypaste support using ios,paste,0
love the product not so much love the mobile app,mobile app,0
but i did not even want to get a subscription plan i just wanted to see the trial,plan,0
i use apple notes sync between my mac  iphone with icloud as it is the fast,apple,1
upon restarting the app synchro works fine and all previous edits are lost,app,0
one of the big plus was the integration with onedrive and outlook,integration,2
faster resolution of queries and issues,queries,0
why can not this work like a normal spreadsheet,spreadsheet,0
products availability and delivery,delivery,0
hi i tried many different card but still keeps saying check the card details,card,1
there is little similarity between the ios version and desktop version many views are unsupported or groupings are lost,ios,1
i can not remove the picture that for pner my image,picture,0
i am wondering how i list all subpages for a page on a page,list,0
with th latest update this app has gotten so much faster and i will actually finally use notion from my phone now,app,2
since lockdown quality of fruits and vegetables has drastically gone down,vegetables,0
provide reset password instructions,password,1
this app is unusable due to the slowness,app,2
the ease of ordering timely delivery and best part can use the vacation option when not homea suggestionshould increase the variety of products sold,vacation option,2
ianaitchison roamresearch notionhq notion support suggested to me that import may fail with a note whose attribu,support,0
best note taking app i have ever used,note taking app,2
i have purchased fruits like watermelon and puppaya the quality is very poori did not expect you will supply like this,fruits,2
i use this app for everything expenses asset management,expenses,1
i love notion on my mac but not on my mobile  can not copy more linesblocks  no offline mode  extremely long time to load please fix it,notion,2
you can simply drag and drop the image and add it and adjust the duration from start,image,1
the dark mode is not fully dark black,dark mode,0
would you mind sending over the workspace name or billing email address on file,billing,1
desktop experience is great though,desktop experience,2
hi i wanted to know if it is posible to have this beta api access to integration notion with jotform,integration,1
the app takes too long to open,app,0
i have a great experience with notion on android and windows os and it is very easy to figure out,windows os,2
the haptic feedbacks are sad even on an android device with decent haptic motor,android device,0
add delivery and cancel delivery timeing,delivery timeing,0
well the video show to click on the bottom right of that scene but its not there,scene,1
but i did try cancelling but the website ended up not going through,cancelling,1
notionhq little unclear here  are guests free if we are on a paid plan,guests,1
you can adjust the scene duration from the timeline,scene,1
ease of ordering prompt delivery refunds easy issues resolved on chat great range of products,ease,2
the web based version works great and use it a lot at the office but the app just doesn’t work the same,web based version works great,2
i see your plan was not cancelled and  days was completed and so you were charged on nd april for business yearly plan,charged,0
supply of vegitables ie packing  delivery handaling is not good,delivery handaling,0
after the latest update the application crashes when i tap on a record,update,0
and the notionhq web clipper for safari is here,safari,1
the reason i gave  stars is because notion does not have a widget for android,widget,0
please add sound and on screen notification,notification,0
el post donde explico como crear una web con notionhq y super,con,1
my money has been deducted all fake no response to customer,money,0
now add your video on that scene and then trim for the second clip,scene,1
notes take too long to load and open,load,0
on time delivery and customer service,customer service,2
can not even start the app as it displays the n logo and no visible indication of what is happening no loading bar no spinning animation no text nothing,app,0
today i found out that notionhq has a free plan,free,2
you are good at only with milk delivery,milk,0
unlimited storage multiple brand presets,storage,2
it is not a smooth operation on android,android,0
ease of use and polite delivery people,ease of use,2
the best notes app i have ever used,app,2
why it is showning free planlite on my membership,free,1
is there a way to make a database not directlyed,database,1
this is not good that in your air table app,table,1
and then it wont let you delete your profile,delete,0
the app is amazing but i am not getting a smooth experience when i am using this app,app,0
we want use full potential of notion on our phones as well,notion,2
quality of the product and efficient delivery,delivery,0
the newest update  renders the date field almost unusable,field,0
what can i do if my video does not fill the screen,screen,1
could put colors on top of the tasks for better identification ,tasks,1
bundle size is not the whole singlepage performance story,performance,1
how to put transparency in the image,image,2
worspace name and billing add what caused you to escalate the ticket,billing,1
all integrations require zapier,integrations,1
then i am popping out for a bit so i will be back later,popping,1
it replaced  apps for me,apps,2
unlimited storage multiple brand presets,storage,2
i will not be able to draw ideas on this app,app,0
i just switched to obsidian but i still use notion for d,switched,1
do you mean after downloading it on computer it is not playing,downloading,0
send fresh vegetables not rotton delivery executives should be properly trained website should be customer friendly,website should be customer friendly,0
keep up the delivery time,delivery,0
delivering on time n delivery person should be constant or a responsible person who can deliver on daily basis,deliver,0
very good service with nice attitude of staff,nice attitude of staff,2
whenever i open the app it asks me to log in again,app,0
i have a project that will not render,project,0
need dark mode for free,free,1
this app has massively improved in the past year and the pc version is a godsend,app,2
evernote has this,evernote,0
gah the web is great but your mobile app really needs work when it comes to its loading speed,web,2
after trial  days end cannt back to free plan forced to buy prmium with no option diffeent from plan explanation bad experience,buy,0
it is a fantastic application with the free version to me is enough but sometimes i think i could even install the paid version to see how many of the other things even more useful i could use,install,1
if i want erase severals lines of text with numeration have first erase one for one ,numeration,0
i tried to like the app but its too complicated to use,app,0
 aesthetic database text  tiled header more r,aesthetic,2
however when you introduced delivery charges stealthy in apr you just did not inform me  neither there was sms nor wa msg  but kept on deducting delivery charges randomnly,on deducting,0
i love everything about notion,notion,2
i can get to my notes,notes,1
no offers cashback promotions or product discounts while starting you given more discounts but now nothing watse,discounts,0
i am giving up notion mobile app,notion mobile app,0
i saw the notification about being out and figured i could archive some older,archive,1
awesome app to manage cordinate and communicate for work tasks and projects,tasks,1
nocodeluc notionhq why invent a new shortcut for the bullet points tho,bullet,0
well i cropped it,cropped,0
well i have been using this app until the application has started not to open and it was good,app,2
"airtable was a breath of fresh air after decades of google sheets but it’s starting to show its age 

",google sheets,0
i can look into this for you  could you share the url or name of the page,url,1
app must support androids multiwindow api to would better on tablets and resize the app on the screen,tablets,0
but anytime i try to start the video trimmer an error pops up,pops,0
i am loving notionhq and i also loved the process of designing my own template kaya i decided to organize all of m,organize,1
browser version great  ios version meh  glitchy slow locks up  frustrating,ios,0
all the while notion is able to organize it in an aesthetically pleasing and easily digestible manner,notion,2
i created are all named with a emoji and a fitting name like  bucher books or  rezepte recipes and i have a special page named only p,emoji,1
card view should be implemented,card,1
hi i cancelled my subscription a few days ago yet i was still charged the yearly fee yesterday,subscription,0
offer discounts,discounts,0
prompt  dedicated service,prompt,2
"after the version is up when you create a new task by operating on iphone you can only enter the task name hiragana
",task,1
asana has improved our productivity,productivity,2
everything at you doorstep before  am,doorstep,2
jemiawilliams notionanswers notionhq my freelancers or tasks templates may speed things up for you have a look,templates,2
app will not load and no offline viewing of notes ,app,0
shared this before but the workspace specific  channel specific notionhq slack integration is a game changer,shared,1
i just love this app,app,2
yes i see you have now gone on the unlimited yearly plan for  with  off so that is carried forward  but if you are interested in an unlimited plan i could recommend paying a bit more and simply getting a lifetime unlimited plan instead,yearly,1
hard to use on mobile,use,0
charging for other than milk is too much,than,0
super bag not yet delivered,super bag,0
multiple messes on the front screen nothing more to say really,screen,0
your charges are very high,charges,0
excellent tool for control distribution and tracking,tracking,2
i hate leaving a  star review when the app was until recently awesome,app,0
are there any instructionstutorials for beginners using the site,beginners,1
do you have any plans to build native ios app,ios,1
do not miss delivery commitments,delivery commitments,0
honest delivery and quick fix of concerns raised,delivery,2
when on laptop login into your account,laptop,1
give offers ,offers,0
excellent for organizing equipment task list of nested subtasks is super useful,subtasks,2
notion team notionso the allinone workspace for your notes tasks wikis and databases,workspace,2
i know that all workspaces have the same card,card,0
hi can i and how do i use my own images,images,1
can i download and use the video for commercial purposes during the trial period,trial,1
i discovered this app after looking through the productivity section and was trying to look for something to help me with university because i was struggling to keep motivated,productivity,1
also some of the screens do not let the back button of the android ui affect them,android ui,0
simply perfect at the pc i would like it to be more similar to the computer mainly in speed,pc,2
so much pratik i will follow up with an email,email,2
heard good things about the app and wanted to try it,app,0
i like your delivery service customer support,customer support,2
may be delivery charge should be on some below minimum month value on milk and same for grocery,be delivery,0
prompt and reliable at no extra cost,cost,2
the app is amazing no doubt,app,2
whenever supply does not happen by regular time only false promises are being made that the supply will be made in next  minutes etc,supply,0
excellent customer service and support,support,2
i use onenote from my office subscription,onenote,2
customer service n quick delivery,customer service,2
so you are not interested in premium lifetime plan,lifetime,2
what is not so cool is that your notepad has to be quick and notion is not,notepad,0
cant load the data of linked records,linked,0
poor quality of coconuts delivered,coconuts,0
regular supply on time,supply on time,2
and yes you can export  new videos every month,export,1
i realized that the plans were per workspace not account after losing some precious information from one of the workspaces that was wondering it had a backup,workspace,0
i want to know how many files are available in invideo to use in the templates,templates,1
i see your payment is through paddle paypal for business monthly plan which will next renew on nd may ,business,1
apologies we cannot copy any element or clip from one project to another,copy,2
great tool overall but booting up the application on android takes way too long,android,0
an amazing productivity app,app,2
and then i just copy and paste from there to notion,copy,1
this is exactly what i needed to organize my process,organize,2
allow support access,support,2
i admit there is a learning curvefor me,learning curve,1
 once you get back to me on mail ill help you make the payment and then put you on a lifetime plan directly,pay,2
need faster updates,need,2
just blank logo screen,just,2
quality of items supplied and brands offered,quality,2
you are providing good service,providing good service,2
punctuality reliability and flexibility,punctuality,2
notion deserves  star rating but their android app still sucks,android app,0
thank you for your support,support,2
so my colleague used one of your templates to make a youtube intro and outro video,template,1
as my subscription end next month,subscription,1
 anything else you can share to help us verify these details,share,1
why emojis i write in app is too old,app,0
it is still like a stripped page of all the other templates and pages i used to have within them and others,templates,0
i’m tired of logging into this app,logging,0
suggestion thumbnail creator for youtube or other socials,youtube,0
whenever i try to go inside the target workspace i end up entering my default workspace,workspace,1
i got my notion devices from my homeowners policy and said to download app to install notion devices ,app,2
but the iphone app did not open at all ,iphone app,0
asana is the best project management service but the app needs a multiaccount login,account,1
thirdly prompt delivery early in the morning,delivery,2
please i did not subscribe,subscribe,0
building a house here in germany and asana is sooo helpful planning all the projects ,projects,2
you want to boost sales functions,sales,1
there is no plain copy text option even in the app,app,0
it is faster for me to chisel something by hand into a stone tablet than to try and use this app,app,0
perfect project manager for team work or myself,team,1
prompt efficient and good quality service,quality service,2
pls do the needful with p for these  completed projects,p,2
i have still not received refund on my complaint of poor quality products,quality products,0
you need to go to advance editor form top to remove sound from video and music,remove sound,1
the slowest app ever at the starting it takes at least  seconds just to open the app this is an horrible experience,app,2
 in certain tables is gone after update,update,0
the mobile app keeps loading forever when the app is opened initially,mobile app,2
brilliant app but i have to give one star,app,0
my subscription plan is unlimited so how many istock video i can use,unlimited,2
the desktop experience is second to non but i found that the mobile version can be laggy and behave weird sometimes,desktop experience,2
so  the code i have has no watermark etc but not premium content  is that right,watermark,1
that is on the yearly plan on the premium plan you get unlimited storage ,premium,2
quality of fruits and vegetables needs to be improved breads and chips are delivered crushed inside pack stale batters are delivered at times,fruits,0
meaning if i later upgrade to the paid plan,plan,1
"excellent tool it has crucial features for good task and resource management 
my experience with tool support was excellent fast and assertive my team and i are very happy congratulations asana",fast,2
yes a referral link popped up after my last download,download,1
there have been delivery errors which i felt was not needed,delivery,0
why is it taking so long for the kanban and calendar to work in the ios app,ios,0
app is lagging in many ways,app,0
costumer support is not responding and milk is not delivered everyday,milk,0
prompt delivery except for a few days,delivery,2
the insert block list needs to be searchable,block list,0
i want to cancel my subscription,subscription,1
looking to rejoin with possibly business plan,business plan,1
app is great for what it does but it is really slow and it does not look as smooth as on desktop,app,2
i love the desktop and web version of this app,app,2
the mobile app is extremely slow and lags behind keyboard input,app,0
genius and a more lucid excel on steroids,excel,1
nice app but,app,2
just says downloading up to  and then says timed out,downloading,0
great web app lacks layout on android,layout,0
sorry i do not wish to discuss the matter can you cancel the subscription please,subscription,1
the api has to be released for that to happen,api,1
pls keep more fruits and variety of pulses,more fruits,0
yes it has been charged i will cancel and refund,refund,1
i created the webinar on powerpoint and i would like to copy the individual slides for the webinar into invideo,slides,1
prices r very high for non milk items,milk,2
potato quality very small n inside black,quality,0
ie a knowledge hub for several content typ,knowledge,2
the best app for managment tasks notes and so on i only think the mobile app is not so fast it could be improved,mobile app,0
best note taking app ever ,note,2
just deliver the product properly,deliver,0
i want to know if my current plan is paid,plan,1
i just keep seeing the notion icon forever,notion icon,0
with the app it is not possible to create new teams and move projects from one team to another,create new teams,0
stucks at notion logo,notion logo,0
morning time delivery and doorstep delivery,delivery,2
it is an inline gallery view not under a toggle and the bug usually happens when the card is medium size,gallery,2
hi i would like to pause or cancel my invideo subscription i paid for the last two months and have not used the platform although i am very interested in using the platform i have not had the time to learn it,paid,1
copyrightfree music reseller rights advanced editing,editing,2
takes time to learn but very helpful,takes,2
we do not have a native zoom feature,zoom,1
marcovrj jmelaskyriazi notionhq airtable we base our pricing on doc makers  people who actually create docs ,pricing,1
great app but way slower to be productive,app,2
i like the flexibility  you can adapt it to exactly what you wnt it to do,flexibility,2
all the products are available and ok n time delivery and other options in mobile application is very easy to use,products,2
using app is very difficult as very slow non responsive and gets hanged,app,0
"how can i download pdf attachments on ios 
",attachments,1
may i know which notification did you get,notification,2
you can use a template or make it from scratch,template,1
 i did not realize my watermark logo was on  is there a way to remove it all at once,logo,1
you have not supplied milk on  th last month,milk,0
promt most of the time for regular milk delivery service,milk delivery,2
i can see only audio volume not background music over there,background,1
other vegs,vegs,0
first the app needs to work properly,app,0
the deductions are made from my credit card,credit,1
wish i could rate the app better  i cannot even get beyond the sign in,sign,0
i do not know why some people complain about the speed and reliability of the notion app,app,2
did not receive milk bag which was free,milk,0
what i see is my card has been charged ,card,0
i like efficiency and productivity so any action that can be skipped is a win haha,productivity,2
very intuitive love the features in particular the shareable notes,features,2
by supplying quality vegetables and not rotten or bad ones,vegetables,0
i have a  column based table  amount eg   for outcomes   for incomes  date,table,1
reduce delivery fees,delivery fees,0
app stuck on the loading screen with the logo,app,0
one of the words actually turned into a bunch of code lingo,code,0
as of now invideo is only available on desktop,desktop,0
there are foss apps that do a better job than this while having a better ui,ui,0
this is a beautiful and mindblowing app,app,2
there is a change of languages in the web version,web version,1
when i want to type text on a field that has long text and rich text formatting i can’t see what i am typing above,field,1
i wasted so much time with different project managers it’s ridiculous because air table was right there all along,project,0
there are no offers in supr daily,offers,0
in the video i see at the right remove background in a orange box i do not see this on my screen,remove,1
beat tool for collaboration and tasks management,tasks,1
what is the difference between animation and textbox animation,textbox,1
the best app i have ever used till now for making notes ,app,2
i am happy to fill out a form,form,2
working slow at android phone,android phone,0
bit hard to navigate lists on mobile interface,mobile,0
 what is your workspace domain,workspace,1
i have used evernote for over a decade for note taking and project management,project,1
feel free to pick my brain as i think the power of notion is still underrated,free,2
using ipad pro i hoped that the notion app could be used in full as i do on windows but it comes with limitations,ipad pro,0
notion team notionso the allinone workspace for your notes tasks wikis and databases,notes,2
i looked into this for you and saw another user on the amoshh workspace an admin,workspace,1
the app doesnt let me log in without sharing all of my contacts,log,0
i havent been able to open it since my phone,phone,0
yes i see you have now gone on the unlimited yearly plan for  with  off so that is carried forward  but if you are interested in an unlimited plan i could recommend paying a bit more and simply getting a lifetime unlimited plan instead,lifetime,2
whenever we launch it license to resell videos video resolution in p full access to all editing,p,2
i worked long and hard on a chart of my family heirlooms—quilts a cooking fork paper weight candle sticks books photo albums—only to have it disappear in an update,chart,1
regular in time delivery of milk without delivery charge,milk,2
sorry but i can not find any overlay when it fades away on the editor as well,fades,1
the interface and workflow is innovative and allows you to be as flexible yet simple as you want with your pages and templates,interface,2
hi i want to is it possible to have a language setting in ios app,language,2
notion for desktop web and mobile is good but the ipad version is not good interface is not properly scaled for the screen size and resolution,ipad version,2
the notion website application is awesome but i find the app to be not so easy to use,app,2
what is the point charging as a supr user and taking  rs when you have most of the items out of stock,stock,0
but i think i did not use a premade template,template,0
prompt delivery good products no extra charges for delivery easy to contact customer care service easy to add and deduct products through app easy to load money in wallet,wallet,2
rimmedwine i would be surprised if notionhq does not have the ksa model template in their huge catalogue,template,2
very simple and useful app for multiple online coworking tasks,working tasks,1
woah who could have thought that this app which is being simped by all youtubers is secretly or not so secretly a manage everything app,app,2
you deliver rotten stuff,deliver rotten stuff,0
excellent but the app is slow and wish if there were an offline mode,offline mode,0
but what if i need to disable in general because my editors are making their own videos,editors,1
follow this from a laptop desktop to cancel,cancel,2
good afternoon i would like to remove a logo i no longer use its in the logo section,remove,1
we spoke yesterday about my project,project,1
i like the concept of this app so much i am putting all my notes reviewers and sources for my upcoming board exam in here,notes,2
can’t modify email notification settings on the app or through web on mobile,email,0
account is wrong if v ask not responding,not responding,0
but it is too darn slow,slow,0
i want to clear my card details for my profile can you help me on here,profile,1
also i did suggest applying for a nonprofit but they are now asking if doing so will exempt them from tax,tax,1
hi is it possible to add sound effects on text to video templates,text,1
i am starting to love notion but the mobile app needs improvement,app,2
notion shines on the desktop version but it becomes a she will of itself on the mobile version,notion,2
quality commitment and service,quality,2
sometimes when you drag and drop a video there is a suggestion advising to make it fits the exact length of the text sometime you have to guess,text,1
sorry for the slow reply paul,slow,0
free plans do not even have watermarks,free plan,2
but one thing that i would point towards is that it has a kind of slowish capture in terms of taking quick notes which cannot be yet compared with fast captures like evernote or google keep or onenote,quick notes,0
packing and delivery of breads cakes is very bad,breads,0
hi i have voice overs i would like to import and sync with scenes,scenes,1
i really like the features of notion as it is can be used with all devices enables toggle mode to save space with notes and has many more functions especially the export to pdf which makes it so convenient,notes,2
sometimes items like curd supplied expired or going to expire immediately delivered,curd,0
customer service is worst,customer service,0
how do i cancel my free trial period,trial,1
the lost edits were originally created  platform you created those edits on web appmac desktop appwindows desktop appiosandroid and may i have your permission to access your account and workspace to investigate,workspace,1
whats the point of letting me add fields or change names of things if when i hit save it doesnt save and reverts back to the original,add fields,1
its just the mobile app that is prventing me from making the best use of this,mobile app,0
beautiful interface easy to use so the optimal creation of mini team on the phone,phone,1
the application is all good how to translate into russian,russian,1
best organization and productivity app,productivity,2
i have uninstalled and installed multiple times i have lost my patience with this app,app,0
evernote really struggled here nail the cross device workflowsyncing or all the extra stuff will not matter,device workflowsyncing,0
there is unnecessary delivery charges applied which is otherwise not charged by local vendors,delivery charges,0
that is fairly simple to customise by adding position fixed to the css,customise,2
regular service is needed,regular service,0
the brand settings are not saved at all,brand,0
some things needed to be improved is that when i have some typos i can only delete  letter and the keyboard is gone so i have to tap the word again and delete  letter again and the keyboard gone and it goes on,keyboard,0
their android app is pure garbage,android app,0
ah so did that turn off the volume for just that one scene,scene,1
i have been charged on my credit card,credit card,0
i was about to download a video project i barely finished and the site went blank and my work is gone,download,0
this is a very useful task manager app that assists me in organizing and managing my tasks whether personally or professionally,tasks,1
the overall concept is great and the app has great features,app,2
how can you call yourself a modern database when you can’t customize the number formats such as thousands separators decimal places etc should be very basic in my opinion,database,0
monicalimco mashcroft notionhq roamresearch now use the notionhq web clipper as you visit each course,web clipper,2
i am using android phone nokia ,android,0
i absolutely love notion  rank it,notion,0
the latest updates allow more functionality in “my tasks” now my issue is that dragging and dropping tasks into a specific order doesn’t work well on mobile,latest updates,1
amazing app for productive life,app,2
lacks filtering features of desktop app,desktop app,0
sorry profitability will depend on how you use and price these videos,price,1
per scene music volume can not be adjusted as of now that is a feature we are bringing soon but i may have a workaround for this,volume,0
great app missing that one killer feature to make this the only noteorganization app on my ipad,app,2
this app is a life saver,app,2
timely delivery and availability of stocks,delivery,0
for youtube uploadshare can i upload the video as private,youtube,1
the experience on ipad however is extremely lackluster  not to mention limited  compared to the macbook app,macbook app,2
when i open asana on ipad it always asks you to update update and ask you to update again ,update,0
if deliveries are not proper there is no proper updates about refund and every month thrice delivery not come,no proper updates,0
notionhq btw usually the images are usually attached under toggle lists if that matters,images,1
update changed my review to  stars now because finally loading times are reasonable and you can view your notes while offline,offline,2
"i always swipe and make tasks compeleted 
",swipe,1
correct its the volume slider for the video and the background music in that scene,scene,1
i thought i had already cancelled prior to the trial being over but just noticed the payment,cancelled,1
please adjust the in time of text box on the timeline below,text,1
no proper transaction history  poor app quality  wrong delivery shown on app very bad service at all,service,0
when i login again its give me new space thehe is no my old notes for my business acc is on ,login,1
and prior to this change it was saying upgrade for  now it is  ,upgrade,1
there is no trust because milk packet has one color delivered milk packet is other color i raised the same issue they are saying,milk,0
very good app easy to learn and use,learn,2
the app does not run on android  at least on my meizu ms,app,0
invigilate your delivery person,delivery,0
edit a todo list without opening th,list,1
to answer your follow up questions we will need more than gb of storage,storage,1
load times on android now,android,2
i suggest adding the ability of changing the font size like in ms word,font size,0
it looks like the timezone can not be changed if the database is locked,database,0
excellent note making app,note making app,2
order flexibility and attentive response,response,2
i compressed video using handbrake video editor file currently at mb what format is supported did not accept,editor,0
get to know the finalists in the document knowledge category of the operate stage of,knowledge,1
no mistake in delivering the correct product correct quantity,correct quantity,2
great app,app,0
hi this morning i opened my notion to type out notes for my english class just to see that i would been logged out of my account,notes,1
ux in general of apps is not good,apps,0
but often apple pencil dosent respond in the upper left ,apple pencil dosent respond,0
since the feb update ive had problems with the app crashing,app crashing,0
would give the app  if it did not slow down as much,would,2
but overall it is excellent the animations are a bit choppy there is still some bugs here and there but i hope the next update will make it better than it already was,bugs,0
by giving best quality at best price,quality,0
good service please include grocery as well,grocery,2
i just created a long message to update a project,update,1
excellent app,app,2
i’d like to only view my highest priorities,priorities,1
i find asana to be more effective on the web browser as opposed to the app,browser,1
i can look into this for you  could you share the name or domain of the workspace,workspace,0
i added someone to my team to collaborate on projects but i do not see how to share the project with them,projects,1
we have refunded your payment and cancelled your subscription,subscription,0
would be complete if we could have widgets like sticky notes,widgets,0
hello how can i cancel free account,account,1
"airtable is a great tool but the ios app is really too light not all views are supported neither dashboards etc
",views,0
in how to take smart notes sonke ahrens planning more suited for projects but structure more apt for uncerta,projects,2
after summing up the amount table and filtering on the previous days i am able to display a daily based balance,display,2
simply not working keeps saying im offline in my project,offline,0
but the video media is resizing,video,1
i want to cancel my plan,plan,0
give offers ,offers,0
my order was marked as delivered,delivered,0
i can give you  discount on unlimited yearly plan,discount,2
well for now i am going to take the monthly plan because the truth as i have a lot of development expenses i find it a bit difficult this month at   but i do take the option into account because at the moment one of my platforms starts to generate that it will be throughout the month of may and june,expenses,0
hey notion team i am trying to export my notion projectas html to have an offline backup,offline,2
the vat field actually will not show up until your billing address has been updated  that field automatically comes up when we have verified your address is in a taxable jurisdiction,tax,1
 what is your workspace domain,workspace,1
essential items all there at reasonable price as well as varieties,varieties,2
order not getting delivered since last  times and shows delivered,order,0
thanks for taking the time to fill out our form thibaut,form,1
app on the ios terribly slow crashes multiple times does not support apple pencil,app,2
dear support i tried to filter a big table to show all the rows from for example february,support,2
please deliver the items promptly and regularly,deliver,0
a new iphone broke took the old  and could not use asana,iphone,1
right now i can use it in chrome,chrome,1
ok share the new accounts emails with me,account,1
excellent  in time service,time service,2
very great app,app,2
hi i have a dialogue track and music track and when i export the music cuts off abruptly before the video ends on the exported video,off,0
barring few items such as onions tomato and potato quality of product supplied is very good,tomato,0
am i able to split a clip into two scenes when it is on the timeline,scenes,1
amazing browser app but needs more work on the android version as it is very slow and miss some features that makes notion a powerful tool,android version,0
ok so i am on the pay screen now using an incognito window,pay,1
"can no longer use the app because of this stupid ‘magic email link’ which only opens with web browser rendering the app and the whole point of asana completely useless

",email,0
it has the opportunity to be the best note taking app so much flexibility and support,note,0
 handwriting option i dominantly use it on my ipad and it would be great if that could be added,option i,0
 i use on android tablet mostly and keyboard shortcut to undo and redo do not work properly or consistently,keyboard shortcut,0
not as a company,company,0
hi brandon it is paris deanlooks like a lot of new stuff how are we deleting the box,deleting,1
can i start a free plan and then upgrade that to a business plan,free,1
rs  for a lt milk dilivery charges is to much,dilivery charges,0
i wish add the rotate and crop image functions,image,0
but viewing this data in calendar view by upcoming date so upcoming birthdays show does not show anything for todays date,calendar,1
right ok that may be because of facebooks requirement of  dimensions which we do not do yet,facebook,1
now a days lot days delivery is missed out,delivery,0
how did you recover a task that i accidentally deleted,task,1
after may update the app loads ways faster not perfect but way better,app,2
shall i retry the charge from the backend,charge,1
as they have created another free account,account,1
can not make it image and text for exampple on one line,text,0
hey kim i understand however i can help you with a lifetime unlimited plan which is an ltd plan,plan,0
how can i delete music and scene from the project ,delete,1
i love the desktop version but when i want to start the mobile one it takes forever to load,desktop version,2
there was shortage of product i did not get my subscriptions,shortage of product,0
by getting more customer centric,customer centric,0
in terms of remotehiring graphyhq are showing the way by using notionhq to share their available roles and prep,share,1
beware the coercive subscription model,subscription,1
there are certain items which are not up to expectations and price charged from customer for,price charged from customer,0
very nice  useful service,nice,2
my video has  scenes but when the render finished the nd scene music only there,scenes,1
initially you guys promoted with free delivery charges  now there charges taken against each packet of milk which was very disappointing to me,milk,0
bug add tag not working on android ,tag,0
easy and simple but can also complex database solutions,database,0
i have small table one column has dates,table,0
your free trial ends on april  and you will be charged  monthly,free,1
i gave a spin to the daily habit tracker which adds a lot of insights to the user,daily,2
how do i change the filter of the picture to make it blend into the video as a watermark,picture,1
please select the textbox and then go to the colors tab in the right panel,text,1
kaushikb mittuled evernote notionhq thankfully i just switched from evernote to notionhq last month,switched,2
i have not been using invideo and forgot to cancel my subscription,cancel,0
we do not know whether the product is delivered or not,product,0
as shown in the photo below we are instructed to switch to personal pro to search the search engine,photo,1
